isbn,num_ratings,avg_rating,title,author,primary_genre,coverImg,book_avg_rating
0020306652,7,7.71,ball four,jim bouton,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391414699l/762563.jpg,4.02
0060920432,7,8.29,flow: the psychology of optimal experience,mihaly csikszentmihalyi,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432253110l/66354.jpg,4.11
0060929510,7,8.86,modoc: the true story of the greatest elephant that ever lived,ralph helfer,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422415870l/23982.jpg,4.2
1591820065,6,8.67,"chobits, vol. 3",clamp,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388484363l/667987.jpg,4.11
0812510356,6,7.83,sati,christopher pike,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312040108l/127663.jpg,3.84
1571312471,6,9.17,ecology of a cracker childhood,janisse ray (goodreads author),Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925060l/196714.jpg,3.97
1571740562,6,8.0,"conversations with god: an uncommon dialogue, book 2",neale donald walsch,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388328966l/15019.jpg,4.11
0440228441,6,7.5,i know what you did last summer,lois duncan,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348843470l/47763.jpg,3.5
0786889373,6,8.33,the big picture,douglas kennedy (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417869545l/1060520.jpg,3.89
0802135358,6,8.67,fool on the hill,matt ruff (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437850430l/71840.jpg,4.1
0805000305,6,7.5,"they shoot canoes, don't they?",patrick f. mcmanus,Science & Nature,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312054497l/905474.jpg,4.29
0810909650,6,7.17,gnomes,wil huygen,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463189122l/926908.jpg,4.02
0811214044,6,7.5,the glass menagerie,tennessee williams,Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003l/92517.jpg,3.71
014010870X,6,7.83,life and death in shanghai,nien cheng,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348908435l/537404.jpg,4.35
0140248927,6,7.5,aunt julia and the scriptwriter,mario vargas llosa,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536891342l/77298.jpg,3.92
0446360872,6,7.17,the fifth profession,david morrell (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181147470l/1118874.jpg,3.99
0425183238,6,9.0,mrs. mike,benedict freedman,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212489l/155712.jpg,4.14
0425190374,6,8.83,practical magic,alice hoffman (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490354120l/22896.jpg,3.77
0439286069,6,8.33,freak the mighty,rodman philbrick,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440388999l/8953.jpg,4.01
0440122147,6,8.33,early autumn,robert b. parker,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420794354l/69625.jpg,4.12
0440157587,6,8.17,mortal stakes,robert b. parker,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370973351l/414402.jpg,3.97
0553575007,6,7.83,touch of enchantment,teresa medeiros (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335852662l/350682.jpg,3.99
0553581856,6,7.33,a kiss to remember,teresa medeiros (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403194779l/35368.jpg,3.89
0375704965,6,8.67,a judgement in stone,ruth rendell,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320497701l/83412.jpg,3.91
0553563734,6,7.67,the king's buccaneer,raymond e. feist,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389988925l/169959.jpg,4.03
0553567675,6,7.0,glory season,david brin (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321770168l/834670.jpg,3.75
0671522663,6,7.0,better times than these,winston groom,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389230486l/186201.jpg,3.86
0671697994,6,9.0,brothers in arms,lois mcmaster bujold (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353351698l/296182.jpg,4.21
0345384202,6,7.83,"i, tituba, black witch of salem",maryse condé,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567697640l/89526.jpg,3.98
0345387805,6,7.5,power lines,anne mccaffrey,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390158257l/491087.jpg,3.89
0345426800,6,7.5,a perfect crime,peter abrahams,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172256626l/154652.jpg,3.54
0448405202,6,9.0,the little engine that could,watty piper,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352736875l/824204.jpg,4.16
044100928X,6,8.0,summers at castle auburn,sharon shinn,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388592909l/345660.jpg,4.03
0441009425,6,7.0,revelation space,alastair reynolds,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405532042l/89187.jpg,3.98
0441094996,6,8.17,the cat who walks through walls,robert a. heinlein,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440037870l/16685.jpg,3.71
0140023747,6,8.0,puckoon,spike milligan,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351180689l/887348.jpg,3.78
0399230033,6,8.67,"good night, gorilla",peggy rathmann,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347227009l/773276.jpg,4.21
042513301X,6,7.17,a cold day for murder,dana stabenow (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547852532l/271295.jpg,3.73
0446612588,6,8.17,mortal allies,brian haig,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432480877l/1186202.jpg,4.19
0446612766,6,9.33,still life with crows,douglas preston (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1169235780l/39033.jpg,4.17
0743444299,6,7.67,"geisha, a life",mineko iwasaki,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359402937l/522534.jpg,3.92
076360013X,6,9.0,guess how much i love you,sam mcbratney,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320457007l/301736.jpg,4.37
0064473023,6,7.33,"grecian holiday: or, how i turned down the best possible thing only to have the time of my life",kate cann,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352025647l/501740.jpg,3.51
0099269325,6,7.0,friends in high places,donna leon,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336089277l/68093.jpg,3.9
0307021106,6,8.33,the saggy baggy elephant,kathryn jackson,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481063l/825576.jpg,4.08
0310234697,6,7.83,the case for faith: a journalist investigates the toughest objections to christianity,lee strobel,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1296487661l/214332.jpg,4.22
0743410068,6,9.33,war letters: extraordinary correspondence from american wars,andrew carroll,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435928454l/573142.jpg,4.17
0743418387,6,8.5,the house next door,richie tankersley cusick,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348834230l/493790.jpg,3.86
0743439791,6,7.83,the night i disappeared,julie reece deaver,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349071605l/251991.jpg,3.83
037571894X,6,8.17,a wild sheep chase,haruki murakami,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327908774l/11298.jpg,3.94
0380007789,6,8.5,the wolf and the dove,kathleen e. woodiwiss,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430144076l/896622.jpg,4.13
0380016990,6,7.17,the kadin,bertrice small,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348616789l/1404813.jpg,4.2
0679731210,6,7.5,the leopard,giuseppe tomasi di lampedusa,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376481466l/625094.jpg,4.01
0312421702,6,8.33,complications: a surgeon's notes on an imperfect science,atul gawande,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441151524l/4477.jpg,4.26
055327211X,6,7.33,daughter of the empire,raymond e. feist,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404668411l/589979.jpg,4.27
0553273701,6,7.83,out on a limb,shirley maclaine,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320498248l/110349.jpg,4.07
0553275720,6,7.0,fantastic voyage,isaac asimov,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320425345l/83539.jpg,3.91
0375705244,6,9.17,founding brothers: the revolutionary generation,joseph j. ellis,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388791106l/7493.jpg,3.93
0375705457,6,8.0,camp concentration,thomas m. disch,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348351434l/553907.jpg,3.75
0345460685,6,7.0,silent partner,jonathan kellerman,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341254664l/185910.jpg,3.91
0671743074,6,8.0,gone south,robert r. mccammon,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340796970l/11549.jpg,3.94
0671785214,6,7.5,home town,tracy kidder,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348314362l/86699.jpg,3.74
0671876465,6,9.33,mirror dance,lois mcmaster bujold (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297831387l/61909.jpg,4.33
0679723951,6,8.33,"memories, dreams, reflections",c.g. jung,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348081175l/612188.jpg,4.16
0380385880,6,7.5,shanna,kathleen e. woodiwiss,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869967l/896621.jpg,4.13
0380652277,6,8.0,murphy's boy,torey l. hayden,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347701965l/106025.jpg,4.14
0553374117,6,8.67,black holes and baby universes and other essays,stephen hawking,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924312l/53200.jpg,4.14
0553381350,6,8.5,the right stuff,tom wolfe,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393654700l/586472.jpg,4.23
0394724550,6,8.0,gift from the sea,anne morrow lindbergh,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328312670l/77295.jpg,4.15
0394736656,6,8.0,herland,charlotte perkins gilman,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189138l/531509.jpg,3.49
0449902927,6,7.17,feel the fear and do it anyway,susan jeffers,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363288028l/653396.jpg,4.03
0380806576,6,7.0,veronica,nicholas christopher,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437249466l/22271.jpg,3.8
0142003697,6,8.67,michelangelo and the pope's ceiling,ross king,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348041547l/737957.jpg,3.77
0142300608,6,8.0,fire bringer,david clement-davies (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309213343l/58087.jpg,4.18
0152020683,6,8.0,half magic,edward eager,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503640983l/225038.jpg,3.95
0156001454,6,9.33,winterdance: the fine madness of running the iditarod,gary paulsen,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448673588l/2923.jpg,4.26
0156002728,6,8.17,the old man who read love stories,luis sepúlveda,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382937792l/762211.jpg,3.92
0393315630,6,7.33,marabou stork nightmares,irvine welsh,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340056397l/23961.jpg,3.87
0743219570,6,7.0,cover her face,p.d. james,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298412294l/3832.jpg,3.93
0743243803,6,8.0,the partly cloudy patriot,sarah vowell,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430720573l/12358.jpg,3.88
0743259823,6,7.67,party monster: a fabulous but true tale of murder in clubland,james st. james,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431288092l/79090.jpg,4.09
0140376410,6,8.17,"the ear, the eye, and the arm",nancy farmer (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348531082l/633270.jpg,3.86
0142000213,6,8.5,bridget jones's guide to life,helen fielding (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388249919l/4488.jpg,3.49
0517266555,6,8.5,just so stories,rudyard kipling,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546075870l/34053.jpg,4.07
0451209443,6,7.83,sphere of influence,kyle mills (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391877839l/1046275.jpg,4.05
0380761327,6,8.5,flowers from the storm,laura kinsale (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328335408l/6646071.jpg,4.09
0380776847,6,8.83,"heaven, texas",susan elizabeth phillips (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308646849l/73084.jpg,4.07
0465026567,6,8.33,"gödel, escher, bach: an eternal golden braid",douglas r. hofstadter,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547125681l/24113.jpg,4.28
0505524686,6,8.17,midnight embrace,amanda ashley (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348232157l/496139.jpg,3.92
0505525305,6,8.5,a girl's guide to vampires,katie macalister (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890135l/50788.jpg,3.71
0684717255,6,7.67,i and thou,martin buber,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401410405l/551866.jpg,4.05
0684836270,6,7.67,exquisite corpse,poppy z. brite (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335725856l/15320.jpg,3.75
0380732289,6,9.0,the china garden,liz berry,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392685072l/82648.jpg,4.1
0679734465,6,8.83,valis,philip k. dick,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200579l/216377.jpg,3.93
0679742581,6,7.5,caramelo,sandra cisneros,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408223495l/32957.jpg,3.91
0679752927,6,8.33,my own country: a doctor's story,abraham verghese (goodreads author),Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589461443l/161121.jpg,4.2
0060572965,6,9.17,dead witch walking,kim harrison (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391713381l/30264.jpg,4.04
006273024X,6,9.0,the practice of poetry: writing exercises from poets who teach,robin behn (editor),Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347290816l/320845.jpg,4.05
0440505828,6,8.0,why can't a man be more like a cat?,linda konner,Uncategorised,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267336445l/2873753.jpg,3.33
0441003613,6,8.17,the book of atrix wolfe,patricia a. mckillip,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170900098l/77353.jpg,3.98
0441007147,6,8.67,wrapt in crystal,sharon shinn,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302376949l/446945.jpg,3.55
0812532619,6,7.67,the call of earth,orson scott card,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374032l/7971.jpg,3.59
0821772155,6,7.83,the fifth victim,beverly barton,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328052453l/614575.jpg,4.01
0440229081,6,8.33,skellig,david almond,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320460285l/24271.jpg,3.8
044023655X,6,7.83,kiss of the highlander,karen marie moning (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400966202l/112754.jpg,4.3
0440416795,6,8.33,harriet the spy,louise fitzhugh,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518446869l/232576.jpg,3.95
0590306731,6,7.17,searching for david's heart: a christmas story,cherie bennett (goodreads author),Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387711225l/747399.jpg,4.31
0671019716,6,8.17,shades of twilight,linda howard,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338706097l/439941.jpg,4.11
0933944047,6,8.5,fup,jim dodge,Science & Nature,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327897492l/272614.jpg,4.08
0938077007,6,8.67,being peace,thich nhat hanh,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223675555l/331344.jpg,4.29
1400033349,6,7.0,the solace of leaving early,haven kimmel,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320408272l/534274.jpg,3.79
1561840564,6,9.67,prometheus rising,robert anton wilson,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327901815l/28597.jpg,4.26
0871138433,6,7.0,lost nation,jeffrey lent,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387737338l/839808.jpg,3.99
0060924659,6,8.0,genie: a scientific tragedy,russ rymer,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348227470l/440417.jpg,3.92
0060977027,6,8.17,the new girls,beth gutcheon (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390178287l/138556.jpg,3.59
0061012351,6,8.17,vendetta: lucky's revenge,jackie collins,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410138664l/411854.jpg,4.2
1400034639,6,8.17,war is a force that gives us meaning,chris hedges,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388199165l/27502.jpg,4.16
1550810510,6,8.0,random passage,bernice morgan,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355911673l/985692.jpg,4.03
0060730552,5,9.0,touching the void: the true story of one man's miraculous survival,joe simpson,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442800485l/18600.jpg,4.22
0060987464,5,9.0,the long hard road out of hell,marilyn manson,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924321l/37847.jpg,3.88
1551669447,5,8.2,the christmas basket,debbie macomber (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458910736l/669647.jpg,4.0
1560252480,5,8.6,requiem for a dream,hubert seljr.,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353949849l/46945.jpg,4.09
1560255021,5,8.4,dreaming war: blood for oil and the cheney-bush junta,gore vidal,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396845383l/164952.jpg,3.88
1569319014,5,9.0,"one piece, volume 1: romance dawn",eiichiro oda,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318523719l/1237398.jpg,4.44
0064410382,5,8.2,dogsbody,diana wynne jones,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389339063l/18932.jpg,4.08
0843951826,5,7.4,body rides,richard laymon,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387718139l/478996.jpg,3.85
0862321107,5,8.4,woman at point zero,nawal el saadawi,Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312039540l/159604.jpg,4.08
0879978570,5,7.6,thendara house,marion zimmer bradley,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319732468l/947965.jpg,3.97
0886773687,5,8.2,armor,john steakley,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337817762l/102327.jpg,4.12
0898702682,5,9.8,joan of arc,mark twain,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353428469l/826706.jpg,4.08
0943151163,5,9.2,johnny the homicidal maniac: director's cut,jhonen vásquez,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538291156l/96908.jpg,4.33
0586057242,5,7.8,the complete robot,isaac asimov,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405467461l/50091.jpg,4.35
0586062009,5,8.8,robots and empire,isaac asimov,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335782304l/76688.jpg,4.21
0590431978,5,7.6,scary stories to tell in the dark,alvin schwartz,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440189576l/1325218.jpg,4.05
0618249060,5,9.6,silent spring,rachel carson,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442353674l/27333.jpg,3.98
0671019759,5,8.0,dream man,linda howard,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349066255l/72623.jpg,4.04
0345345061,5,8.2,the tolkien reader,j.r.r. tolkien,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329719279l/7337.jpg,4.0
0345360338,5,9.4,falls the shadow,sharon kay penman (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448657270l/77448.jpg,4.4
0440409411,5,7.4,the castle in the attic,elizabeth winthrop (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178654581l/816752.jpg,3.96
0440413729,5,8.0,belle prater's boy,ruth white (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320404176l/849993.jpg,3.95
0440415365,5,8.0,anna of byzantium,tracy barrett (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403190743l/213577.jpg,3.67
0440418518,5,8.6,a single shard,linda sue park,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348868705l/785453.jpg,3.9
0440471478,5,9.0,the pushcart war,jean merrill,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320559465l/219557.jpg,4.16
0441002846,5,8.2,the engines of god,jack mcdevitt,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334436065l/337048.jpg,3.84
0812524969,5,8.2,beowulf's children,larry niven,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389468482l/69448.jpg,3.77
0836212002,5,8.2,the far side,gary larson,Graphic Novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347655344l/121173.jpg,4.44
0061043494,5,7.4,gaudy night,dorothy l. sayers,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197565l/93575.jpg,4.23
0061053716,5,8.8,imajica,clive barker (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333844729l/567704.jpg,4.17
0061054232,5,7.6,quarantine,greg egan,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308958448l/156775.jpg,3.89
0061087122,5,8.2,master of seduction,kinley macgregor,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269182325l/714585.jpg,3.97
0061087130,5,8.8,master of desire,kinley macgregor,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344191393l/247091.jpg,4.0
0061092800,5,8.0,for my daughters,barbara delinsky (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347787777l/247897.jpg,3.93
0064401480,5,8.4,mrs. piggle-wiggle,betty macdonald,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180885l/25051.jpg,4.15
0064407454,5,8.8,the rose and the beast: fairy tales retold,francesca lia block (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398551719l/44323.jpg,3.77
0064407721,5,7.4,kissing the witch: old tales in new skins,emma donoghue (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201719l/44537.jpg,3.89
157856512X,5,8.0,thorn in my heart,liz curtis higgs (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391677433l/290252.jpg,4.0
0060533986,5,8.2,the growing pains of adrian mole,sue townsend,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301643288l/51069.jpg,3.98
0060516054,5,7.2,what went wrong? the clash between islam & modernity in the middle east,bernard lewis,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407707585l/27577.jpg,3.51
0060505249,5,7.0,where's my hero?,lisa kleypas (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345778273l/357640.jpg,3.84
1591820057,5,8.6,"chobits, vol. 2",clamp,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389111537l/667986.jpg,4.06
0679733787,5,7.4,the woman in the dunes,kōbō abe,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361254930l/9998.jpg,3.91
0679734120,5,8.2,birdy,william wharton,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392306667l/592191.jpg,4.04
0679734589,5,8.0,the rachel papers,martin amis,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403172672l/18828.jpg,3.59
0679735259,5,7.8,dispatches,michael herr,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343099128l/4339.jpg,4.24
